filename,waveform,n_samples,dominant_freq_hz,dominant_amp_nm,harmonic_ratio_2,harmonic_ratio_3,harmonic_ratio_4,harmonic_ratio_5,odd_even_harmonic_ratio,thd_pct,spectral_entropy,spectral_centroid_hz,spectral_flatness,band_energy_ratio,num_spectral_peaks,rms_nm,peak_nm,crest_factor,skewness,kurtosis,zero_cross_rate,peak_density_hz,sine_residual_pct,sine_phase_lag_deg,q1_peak_nm,q1_mean_nm,q1_rms_nm,q1_sine_residual_pct,q2_peak_nm,q2_mean_nm,q2_rms_nm,q2_sine_residual_pct,q3_peak_nm,q3_mean_nm,q3_rms_nm,q3_sine_residual_pct,q4_peak_nm,q4_mean_nm,q4_rms_nm,q4_sine_residual_pct,amplitude_drift_nm,worst_quarter,fopdt_phase_lag_deg,fopdt_attenuation,v_drive_est_v,hysteresis_nm,half_cycle_asymmetry,square_duty_cycle,square_edge_sharpness,noise_kurtosis,noise_gaussianity_err,noise_autocorr_lag1,ramp_rise_linearity,ramp_fall_linearity,ramp_asymmetry,pulse_crest_factor,pulse_duty_cycle,pulse_ringing_ratio
sine-100Hz-9_absolute.csv,sine,8302,99.9759,284.452507,0.035751,0.025905,0.036196,0.006994,0.278173,5.7517,1.3804,101.5208,0.413067,2.4471,1,206.982948,341.475208,1.6498,0.0544,1.5013,199.9518,99.9759,38.7387,77.0499,299.45,19.48,209.59,10.91,299.45,-14.61,202.12,10.02,299.45,14.61,205.35,10.81,299.45,-19.48,195.76,11.08,0.0,q1,9.105,0.987892,0.9096,45.04,0.1504,,,,,,,,,,,
sine-1Hz-10_absolute.csv,sine,11601,21.9809,8.835241,0.280768,0.128876,0.08414,0.0594,0.2344,32.565,8.4297,44.6987,0.626951,430.2158,181,206.684304,325.130686,1.5731,0.0717,1.5693,1.9826,1.4654,99.9612,43.3141,171.03,-145.47,150.1,398.82,91.91,-61.47,72.53,186.35,66.34,40.78,55.06,148.22,224.59,166.16,170.89,394.59,158.25,q4,2.017,0.999404,0.8561,,,,,,,,,,,,,
sine-1Hz-2_absolute.csv,sine,8890,20.0225,11.107218,0.051657,0.034944,0.044465,0.041601,0.63538,8.7163,7.6957,41.5462,0.602669,737.9839,109,204.532669,344.095947,1.6824,-0.0595,1.5178,2.0247,1.2373,99.9554,179.7462,235.24,147.6,154.06,341.21,76.99,41.69,57.32,134.42,81.25,-48.39,62.14,150.96,160.38,-140.9,144.97,420.9,158.25,q1,1.837,0.999506,0.906,,,,,,,,,,,,,
sine-1Hz-3_absolute.csv,sine,11343,20.0123,10.012095,0.09324,0.047446,0.050103,0.018757,0.232324,11.7503,8.3191,43.6702,0.613939,360.3704,157,204.137631,338.859709,1.66,-0.0822,1.5218,2.204,1.0579,99.9419,169.914,223.98,165.55,169.16,453.62,65.73,36.52,52.84,131.74,92.51,-59.65,71.26,174.96,171.64,-142.42,147.45,378.95,158.25,q1,1.837,0.999506,0.8922,,,,,,,,,,,,,
sine-1Hz-4_absolute.csv,sine,10869,20.9771,9.665421,0.164169,0.074824,0.066016,0.033179,0.213976,19.4959,7.7487,46.8097,0.627645,721.8334,147,203.886376,284.981804,1.3977,-0.0373,1.5241,2.2081,1.2881,99.9495,-78.6684,71.52,71.52,71.52,,71.52,67.86,69.87,406.24,86.73,-18.56,33.04,105.28,165.86,-120.82,127.01,301.55,94.34,q4,1.925,0.999458,0.7504,,,,,,,,,,,,,
sine-1Hz-5_absolute.csv,sine,10994,21.0115,10.485046,0.145703,0.052277,0.075515,0.036406,0.150686,17.604,7.811,46.922,0.626837,789.1679,117,204.766994,282.864342,1.3814,0.0269,1.5138,2.0011,1.4553,99.9576,42.7135,62.08,6.09,36.5,86.71,17.04,-17.04,17.04,,17.04,-17.04,17.04,,62.08,28.0,48.16,115.07,45.04,q1,1.928,0.999456,0.7448,,,,,,,,,,,,,
sine-1Hz-6_absolute.csv,sine,11294,20.0106,9.010783,0.090341,0.060477,0.099102,0.065341,0.440808,16.0965,8.3706,42.102,0.598841,295.7168,177,203.946238,337.21228,1.6534,0.0305,1.5568,2.0365,1.2396,99.9636,-70.927,121.12,-121.12,121.12,,121.12,-65.13,74.41,182.21,116.25,31.04,52.5,121.72,195.38,155.2,160.17,386.21,79.12,q4,1.836,0.999506,0.8878,,,,,,,,,,,,,
sine-1Hz-7_absolute.csv,sine,13273,19.9653,9.678016,0.083969,0.067529,0.048943,0.051871,0.767584,12.9217,7.959,42.1728,0.623177,301.5745,147,206.246262,338.558678,1.6415,0.0091,1.546,1.9589,1.6575,99.9656,-142.7147,20.69,-20.69,20.69,,20.69,-20.69,20.69,,58.43,-19.48,21.78,218.47,137.55,60.86,62.38,437.37,116.86,q4,1.832,0.999509,0.8914,,,,,,,,,,,,,
sine-1Hz-8_absolute.csv,sine,12001,20.9983,12.473926,0.118442,0.098192,0.032014,0.015165,0.655783,15.7877,7.8557,42.3904,0.628082,138.5416,127,208.400578,318.144279,1.5266,0.0069,1.5944,1.9998,1.9998,99.9177,-0.9533,94.04,94.04,94.04,,94.04,42.91,57.21,130.17,64.21,-21.61,44.97,99.92,143.34,-115.34,121.39,316.2,79.12,q4,1.927,0.999456,0.8377,,,,,,,,,,,,,
sine-1Hz-9_absolute.csv,sine,11404,21.0452,7.66543,0.32695,0.164204,0.050699,0.039323,0.260437,37.145,8.7919,46.8012,0.627401,293.9286,259,206.727139,325.841848,1.5762,0.0152,1.5909,2.0168,1.8415,99.9842,-151.2462,132.68,-88.86,97.18,229.86,53.56,-53.56,53.56,,104.69,14.61,33.95,104.87,183.81,127.82,132.79,337.1,130.25,q4,1.931,0.999454,0.8579,,,,,,,,,,,,,
sine-200Hz-10_absolute.csv,sine,9095,200.0,131.157799,0.044339,0.0,0.0,0.0,0.0,4.4339,1.5334,201.1144,0.596915,0.0023,1,92.86865,132.479015,1.4265,0.0119,1.4326,399.89,196.4816,21.3782,164.8759,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,0.0,q1,17.801,0.954028,0.3654,15.83,0.125,,,,,,,,,,,
sine-200Hz-1_absolute.csv,sine,10371,199.9807,130.170339,0.048554,0.0,0.0,0.0,0.0,4.8554,1.2972,200.641,0.286445,0.0001,1,93.508183,124.717001,1.3338,0.1382,1.4485,399.9614,198.0523,38.9564,-125.9717,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,126.6,0.0,94.95,5.56,0.0,q1,17.799,0.954036,0.344,15.82,0.125,,,,,,,,,,,
sine-200Hz-2_absolute.csv,sine,8869,200.0226,125.091012,0.048314,0.0,0.0,0.0,0.0,4.8314,1.6745,202.6131,0.503694,0.0036,1,92.509692,130.493103,1.4106,-0.0269,1.4459,399.9323,198.5568,36.002,-157.9374,126.6,0.0,94.95,5.58,126.6,0.0,94.95,5.58,126.6,0.0,94.95,5.58,126.6,0.0,94.95,5.58,0.0,q1,17.802,0.954019,0.36,15.83,0.125,,,,,,,,,,,
sine-200Hz-3_absolute.csv,sine,9218,200.0434,113.75453,0.091231,0.0,0.0,0.0,0.0,9.1231,1.9663,203.3758,0.564668,0.0105,2,87.290349,174.5655,1.9998,-0.1728,1.6861,399.9783,193.3174,67.7377,-97.0053,120.51,-9.74,81.28,29.07,120.51,-6.09,84.68,27.23,120.51,-6.09,82.37,31.61,120.51,21.91,94.84,31.02,0.0,q1,17.804,0.95401,0.4815,5.17,0.0429,,,,,,,,,,,
sine-200Hz-4_absolute.csv,sine,10215,200.0,96.791449,0.064347,0.0,0.0,0.0,0.0,6.4347,2.4675,201.702,0.604714,0.0358,2,84.481343,310.539433,3.6758,-0.5198,2.7733,387.9589,193.441,50.4212,59.244,126.6,-0.0,94.95,5.56,126.6,-0.0,94.95,5.56,126.6,-0.0,94.95,5.56,126.6,-0.0,94.95,5.56,0.0,q1,17.801,0.954028,0.8566,15.82,0.125,,,,,,,,,,,
sine-200Hz-5_absolute.csv,sine,8849,200.0226,105.727544,0.133662,0.0,0.0,0.0,0.0,13.3662,2.2148,208.1354,0.556507,0.0152,2,81.259436,176.57823,2.173,-0.1648,1.9405,399.9322,200.0226,43.9815,-106.1351,129.95,-4.56,80.93,28.48,129.95,6.39,89.65,27.63,129.95,-15.52,82.44,35.51,129.95,13.69,89.8,29.2,0.0,q1,17.802,0.954019,0.4871,19.42,0.1494,,,,,,,,,,,
sine-200Hz-6_absolute.csv,sine,8908,200.0449,93.773785,0.07622,0.0,0.0,0.0,0.0,7.622,2.1978,204.6882,0.556762,0.008,4,76.377284,183.713707,2.4053,-0.2281,2.1391,399.9775,199.9326,69.3864,164.3056,122.95,7.3,85.95,26.94,122.95,0.0,92.1,17.59,122.95,-3.65,95.02,6.79,122.95,-3.65,95.02,6.79,0.0,q1,17.804,0.954009,0.5068,8.52,0.0693,,,,,,,,,,,
sine-200Hz-7_absolute.csv,sine,8509,200.0235,87.914052,0.100167,0.0,0.0,0.0,0.0,10.0167,2.1903,207.0066,0.64398,0.0092,3,67.501558,146.670919,2.1729,0.0534,1.8142,399.9295,194.2649,40.2711,62.1425,141.51,-1.52,63.27,24.09,95.86,0.91,59.22,14.53,141.51,-0.3,61.28,20.41,95.86,0.91,59.22,14.53,45.65,q1,17.803,0.954018,0.4046,28.91,0.2043,,,,,,,,,,,
sine-200Hz-8_absolute.csv,sine,9445,200.0,120.301646,0.176835,0.0,0.0,0.0,0.0,17.6835,1.7108,208.342,0.487553,0.0012,2,89.41263,144.919647,1.6208,-0.3666,1.6877,400.0,199.8941,23.0768,111.8389,142.42,0.0,92.27,19.91,142.42,0.0,92.27,19.91,142.42,0.0,92.27,19.91,142.42,0.0,92.27,19.91,0.0,q1,17.801,0.954028,0.3997,47.47,0.3333,,,,,,,,,,,
sine-200Hz-9_absolute.csv,sine,7828,200.0511,104.918653,0.10514,0.0,0.0,0.0,0.0,10.514,1.9209,204.3954,0.610229,0.0065,2,88.478161,141.428591,1.5985,-0.1828,1.5588,399.9745,199.9234,63.7301,116.1429,142.42,0.0,92.27,19.88,142.42,0.0,92.27,19.88,142.42,0.0,92.27,19.88,142.42,0.0,92.27,19.88,0.0,q1,17.805,0.954006,0.3901,47.47,0.3333,,,,,,,,,,,
sine-300Hz-10_absolute.csv,sine,10414,299.9808,514.761467,0.0,0.0,0.0,0.0,0.0,0.0,1.312,300.1849,0.350123,0.0004,1,380.782903,565.165646,1.4842,0.0187,1.5173,599.9616,101.69,41.9761,-174.0018,538.04,-0.0,382.42,5.08,538.04,-0.0,382.42,5.08,538.04,-0.0,382.42,5.08,538.04,-0.0,382.42,5.08,0.0,q1,25.77,0.904602,1.6441,23.15,0.043,,,,,,,,,,,
sine-300Hz-1_absolute.csv,sine,7198,299.9444,482.016432,0.0,0.0,0.0,0.0,0.0,0.0,1.2926,299.5761,0.261065,0.0013,1,383.836127,557.582964,1.4527,0.0126,1.5603,599.8889,100.0278,67.8299,89.6991,556.0,5.78,387.53,6.24,556.0,-10.04,385.57,6.25,556.0,11.87,384.44,6.04,556.0,-7.61,384.33,5.97,0.0,q1,25.767,0.904622,1.622,5.29,0.0095,,,,,,,,,,,
sine-300Hz-2_absolute.csv,sine,7667,299.987,536.411423,0.0,0.0,0.0,0.0,0.0,0.0,1.3098,299.7668,0.322994,0.0007,1,382.946365,573.238476,1.4969,-0.0178,1.5317,599.8435,100.0391,22.8775,-142.0393,519.17,-6.7,375.17,5.45,519.17,7.91,374.84,5.13,519.17,-5.48,374.67,5.34,519.17,4.26,376.33,5.52,0.0,q1,25.771,0.904599,1.6676,9.05,0.0174,,,,,,,,,,,
sine-300Hz-3_absolute.csv,sine,8337,299.988,531.149665,0.0,0.0,0.0,0.0,0.0,0.0,1.292,299.784,0.341455,0.001,1,382.24366,581.029711,1.5201,0.0274,1.5035,599.976,100.8756,23.169,-176.9946,577.6,-3.04,387.21,5.66,577.6,3.04,388.2,5.66,577.6,-3.04,387.21,5.66,577.6,3.04,388.2,5.66,0.0,q1,25.771,0.904598,1.6903,4.59,0.0079,,,,,,,,,,,
sine-300Hz-4_absolute.csv,sine,9146,300.0219,528.782828,0.0,0.0,0.0,0.0,0.0,0.0,1.2821,299.9455,0.266588,0.0003,1,381.312396,590.418758,1.5484,-0.0099,1.5034,599.9344,109.6654,32.0572,42.0409,518.57,7.3,381.04,4.1,518.57,-9.74,380.22,4.43,518.57,12.17,376.92,5.56,518.57,-9.74,380.22,4.55,0.0,q1,25.773,0.90458,1.7176,2.78,0.0054,,,,,,,,,,,
sine-300Hz-5_absolute.csv,sine,7217,299.9861,540.408033,0.0,0.0,0.0,0.0,0.0,0.0,1.3077,300.0122,0.355111,0.0004,1,383.746587,575.849276,1.5006,0.0413,1.5179,599.9723,103.2285,22.5554,-30.8424,586.43,-1.52,384.38,5.92,586.43,2.13,382.05,5.63,586.43,-2.74,383.9,5.77,586.43,2.13,382.05,5.63,0.0,q1,25.771,0.904599,1.6752,7.98,0.0136,,,,,,,,,,,
sine-300Hz-6_absolute.csv,sine,7228,299.9447,490.230649,0.0,0.0,0.0,0.0,0.0,0.0,1.263,299.9206,0.199114,0.0002,1,387.897267,555.028067,1.4309,-0.0078,1.5232,599.8893,100.0277,67.68,154.8319,553.87,9.74,387.63,2.58,553.87,-9.74,387.63,2.58,553.87,9.74,387.63,2.58,553.87,-9.74,387.63,2.58,0.0,q1,25.767,0.904622,1.6146,1.03,0.0019,,,,,,,,,,,
sine-300Hz-7_absolute.csv,sine,9902,300.0404,496.23804,0.0,0.0,0.0,0.0,0.0,0.0,1.2603,299.8909,0.114191,0.0004,1,386.615405,558.374437,1.4443,-0.0229,1.5309,599.8788,99.9798,62.2141,-45.2736,569.69,8.52,385.46,5.82,569.69,-8.52,385.91,5.87,569.69,8.52,385.46,5.82,569.69,-8.52,385.91,5.87,0.0,q1,25.775,0.90457,1.6244,30.62,0.0538,,,,,,,,,,,
sine-300Hz-8_absolute.csv,sine,9210,300.0,545.049535,0.0,0.0,0.0,0.0,0.0,0.0,1.2802,299.9243,0.263599,0.0003,1,385.906795,561.144325,1.4541,-0.0154,1.5283,599.8914,101.8458,7.3146,-171.8989,572.43,-6.39,378.43,6.9,535.3,10.65,382.66,6.6,572.43,-12.48,380.38,7.65,535.3,8.22,379.5,6.89,37.13,q1,25.772,0.904592,1.6324,2.81,0.0049,,,,,,,,,,,
sine-300Hz-9_absolute.csv,sine,8321,299.9639,507.185867,0.0,0.0,0.0,0.0,0.0,0.0,1.2834,299.9714,0.304821,0.0002,1,383.982538,563.566809,1.4677,-0.0019,1.5091,599.9279,102.5117,55.6779,115.7328,565.43,15.22,389.02,6.1,565.43,-6.7,388.37,6.01,565.43,11.56,387.55,6.27,565.43,-20.09,392.54,6.23,0.0,q1,25.769,0.904612,1.6395,17.99,0.0318,,,,,,,,,,,
sine-400Hz-10_absolute.csv,sine,7651,399.9477,73.75064,0.0,0.0,0.0,0.0,0.0,0.0,1.5036,395.3953,0.503546,0.0007,2,58.566572,139.529606,2.3824,0.2824,2.089,799.8954,198.4054,69.0382,-127.5431,94.95,0.0,59.21,14.41,94.95,0.0,59.21,14.41,94.95,0.0,59.21,14.41,94.95,0.0,59.21,14.41,0.0,q1,32.858,0.846764,0.4336,31.65,0.3333,,,,,,,,,,,
sine-400Hz-1_absolute.csv,sine,6884,400.0581,84.233453,0.0,0.0,0.0,0.0,0.0,0.0,2.0172,391.0998,0.546225,0.005,4,63.676859,80.296375,1.261,0.0268,1.5445,662.6961,197.4143,55.3704,106.4184,92.82,-0.91,60.33,19.94,92.82,-2.13,59.25,14.95,92.82,1.52,62.45,25.58,92.82,1.52,62.45,25.28,0.0,q1,32.866,0.846698,0.2496,27.39,0.2951,,,,,,,,,,,
sine-400Hz-2_absolute.csv,sine,9258,399.9784,53.80314,0.0,0.0,0.0,0.0,0.0,0.0,2.2606,373.8938,0.66825,0.006,2,47.967488,126.22406,2.6315,0.3626,2.885,799.8488,196.2627,52.4871,21.3705,108.95,4.26,62.38,44.55,108.95,-1.83,63.33,47.06,108.95,-0.61,63.14,46.86,108.95,-1.83,63.33,47.06,0.0,q1,32.86,0.846746,0.3923,59.65,0.5475,,,,,,,,,,,
